Gene	Chromosome	Start	End	Strand
GALM	chr2	38666114	38741237	+
GALNS	chr16	88813734	88856970	-
GALNT1	chr18	35581740	35711834	+
GALNT10	chr5	154190730	154420984	+
GALNT11	chr7	152025674	152122340	+
GALNT12	chr9	98807670	98850081	+
GALNT13	chr2	153871922	154453979	+
GALNT14	chr2	30910467	31138503	-
GALNT15	chr3	16174680	16231992	+
GALNT16	chr14	69259964	69357033	+
GALNT17	chr7	71132144	71713599	+
GALNT18	chr11	11270877	11622005	-
GALNT2	chr1	230067238	230282122	+
GALNT3	chr2	165747588	165794659	-
GALNT4	chr12	89519412	89524796	-
GALNT5	chr2	157257705	157318491	+
GALNT6	chr12	51351247	51392867	-
GALNT7	chr4	173168811	173323967	+
GALNT8	chr12	4720400	4851003	+
GALNT9	chr12	132196372	132329589	-
GALNTL5	chr7	151956379	152019929	+
GALNTL6	chr4	171812254	173041559	+
GALP	chr19	56176008	56185775	+
GALR1	chr18	77249848	77277900	+
GALR2	chr17	76074781	76077537	+
GALR3	chr22	37823382	37825485	+
GALT	chr9	34646589	34651035	+
GAMT	chr19	1397026	1401570	-
GAN	chr16	81314962	81390809	+
GANAB	chr11	62624826	62646726	-
GANC	chr15	42273233	42356935	+
GAP43	chr3	115623510	115721490	+
GAPDH	chr12	6534517	6538374	+
GAPDHS	chr19	35533456	35545319	+
GAPT	chr5	58491435	58497090	+
GAPVD1	chr9	125261810	125367207	+
GAR1	chr4	109815510	109824740	+
GAREM1	chr18	32124877	32470882	-
GAREM2	chr2	26173088	26189663	+
GARNL3	chr9	127224265	127393660	+
GARRE1	chr19	34254552	34355566	+
GARS1	chr7	30580533	30634033	+
GART	chr21	33503931	33543491	-
GAS1	chr9	86944362	86947506	-
GAS2	chr11	22625642	22813055	+
GAS2L1	chr22	29306582	29312785	+
GAS2L2	chr17	35744511	35753239	-
GAS2L3	chr12	100573683	100628288	+
GAS6	chr13	113820549	113864076	-
GAS7	chr17	9910609	10198551	-
GAS8	chr16	90019643	90044971	+
GASK1A	chr3	42979281	43057715	+
GASK1B	chr4	158124474	158173318	-
GAST	chr17	41712331	41715969	+
GATA1	chrX	48786562	48794311	+
GATA2	chr3	128479427	128493201	-
GATA3	chr10	8045378	8075198	+
GATA4	chr8	11676959	11760002	+
GATA5	chr20	62463497	62475995	-
GATA6	chr18	22169589	22202528	+
GATAD1	chr7	92447482	92460075	+
GATAD2A	chr19	19385826	19508931	+
GATAD2B	chr1	153789030	153923360	-
GATB	chr4	151670504	151761007	-
GATC	chr12	120446444	120463749	+
GATD1	chr11	767220	777487	-
GATD3A	chr21	44133610	44210114	+
GATD3B	chr21	5079294	5128372	-
GATM	chr15	45361124	45402218	-
GBA	chr1	155234452	155244699	-
GBA2	chr9	35736866	35749228	-
GBA3	chr4	22692914	22819568	+
GBE1	chr3	81489703	81761645	-
GBF1	chr10	102245532	102382899	+
GBGT1	chr9	133152948	133163919	-
GBP1	chr1	89052319	89065208	-
GBP2	chr1	89106132	89126114	-
GBP3	chr1	89006680	89022866	-
GBP4	chr1	89181144	89198942	-
GBP5	chr1	89260582	89272804	-
GBP6	chr1	89364059	89388160	+
GBP7	chr1	89131742	89176009	-
GBX1	chr7	151148589	151167548	-
GBX2	chr2	236165236	236168386	-
GC	chr4	71741696	71804041	-
GCA	chr2	162318884	162371595	+
GCAT	chr22	37807905	37817176	+
GCC1	chr7	127580628	127585596	-
GCC2	chr2	108449206	108509415	+
GCDH	chr19	12891160	12914207	+
GCFC2	chr2	75662705	75710985	-
GCG	chr2	162142882	162152404	-
GCGR	chr17	81804149	81814008	+
GCH1	chr14	54842008	54902826	-
GCHFR	chr15	40764068	40767708	+
GCK	chr7	44143213	44189439	-
GCKR	chr2	27496839	27523684	+
GCLC	chr6	53497341	53616970	-
GCLM	chr1	93885199	93909456	-
GCM1	chr6	53126961	53148841	-
GCM2	chr6	10873223	10882041	-
GCN1	chr12	120127202	120194715	-
GCNA	chrX	71578411	71613583	+
GCNT1	chr9	76441666	76507416	+
GCNT2	chr6	10492223	10629368	+
GCNT3	chr15	59599677	59622723	+
GCNT4	chr5	75025346	75052558	-
GCNT7	chr20	56491492	56525925	-
GCOM1	chr15	57591908	57714745	+
GCSAM	chr3	112120839	112133270	-
GCSAML	chr1	247507058	247577690	+
GCSAML-AS1	chr1	247530133	247532613	-
GCSH	chr16	81081945	81096395	-
GDA	chr9	72114595	72253560	+
GDAP1	chr8	74320613	74494697	+
GDAP1L1	chr20	44247099	44280947	+
GDAP2	chr1	117863485	117929621	-
GDE1	chr16	19501693	19522098	-
GDF1	chr19	18868545	18896158	-
GDF10	chr10	47300197	47313577	+
GDF11	chr12	55743122	55757264	+
GDF15	chr19	18374731	18389176	+
GDF2	chr10	47322454	47327588	+
GDF3	chr12	7689784	7695775	-
GDF5	chr20	35433347	35454746	-
GDF6	chr8	96142333	96160806	-
GDF7	chr2	20667144	20679243	+
GDF9	chr5	132861181	132866884	-
GDI1	chrX	154436913	154443467	+
GDI2	chr10	5765223	5842132	-
GDNF	chr5	37812677	37840041	-
GDPD1	chr17	59220511	59275970	+
GDPD2	chrX	70423031	70433390	+
GDPD3	chr16	30104810	30113537	-
GDPD4	chr11	77216558	77287418	-
GDPD5	chr11	75434640	75525941	-
GDPGP1	chr15	90233808	90245811	+
GEM	chr8	94249253	94262350	-
GEMIN2	chr14	39114223	39136973	+
GEMIN4	chr17	744421	753999	-
GEMIN5	chr5	154887411	154938211	-
GEMIN6	chr2	38751534	38785002	+
GEMIN7	chr19	45079195	45091518	+
GEMIN8	chrX	14008279	14029893	-
GEN1	chr2	17753858	17788946	+
GET1	chr21	39377698	39428528	+
GET1-SH3BGR	chr21	39380332	39515506	+
GET3	chr19	12737139	12748323	+
GET4	chr7	876554	896436	+
GFAP	chr17	44903159	44916937	-
GFER	chr16	1984193	1987749	+
GFI1	chr1	92473043	92486925	-
GFI1B	chr9	132945551	132991687	+
GFM1	chr3	158644527	158695581	+
GFM2	chr5	74721206	74767147	-
GFOD1	chr6	13357830	13487662	-
GFOD2	chr16	67674531	67719339	-
GFPT1	chr2	69319780	69387248	-
GFPT2	chr5	180300698	180353336	-
GFRA1	chr10	116056925	116273467	-
GFRA2	chr8	21690398	21812357	-
GFRA3	chr5	138252380	138274621	-
GFRA4	chr20	3659248	3663399	-
GFRAL	chr6	55327469	55402493	+
GFY	chr19	49423749	49428818	+
GGA1	chr22	37608725	37633564	+
GGA2	chr16	23463542	23521995	-
GGA3	chr17	75236599	75262363	-
GGACT	chr13	100530164	100589528	-
GGCT	chr7	30496621	30504841	-
GGCX	chr2	85544720	85561532	-
GGH	chr8	63015079	63038806	-
GGN	chr19	38384267	38388082	-
GGNBP2	chr17	36544912	36589848	+
GGPS1	chr1	235327350	235344532	+
GGT1	chr22	24594811	24629005	+
GGT2	chr22	21207973	21227637	-
GGT5	chr22	24219654	24245142	-
GGT6	chr17	4556927	4560818	-
GGT7	chr20	34844720	34872856	-
GGTLC1	chr20	23985050	23988779	-
GGTLC2	chr22	22644475	22647903	+
GGTLC3	chr22	18516344	18518161	-
GH1	chr17	63917200	63918839	-
GH2	chr17	63880215	63881944	-
GHDC	chr17	42188799	42194532	-
GHITM	chr10	84139509	84153568	+
GHR	chr5	42423439	42721878	+
GHRH	chr20	37251082	37261835	-
GHRHR	chr7	30963953	30984360	+
GHRL	chr3	10285666	10292947	-
GHSR	chr3	172443291	172448456	-
GID4	chr17	18039408	18068405	+
GID8	chr20	62938147	62948475	+
GIGYF1	chr7	100679507	100693968	-
GIGYF2	chr2	232697305	232860605	+
GIMAP1	chr7	150716613	150724284	+
GIMAP1-GIMAP5	chr7	150716668	150743646	+
GIMAP2	chr7	150685706	150693641	+
GIMAP4	chr7	150567369	150573953	+
GIMAP5	chr7	150722253	150744063	+
GIMAP6	chr7	150625375	150632648	-
GIMAP7	chr7	150514872	150521073	+
GIMAP8	chr7	150450630	150479393	+
GIMD1	chr4	106357392	106368778	-
GIN1	chr5	103086000	103120138	-
GINM1	chr6	149566375	149591748	+
GINS1	chr20	25407673	25448563	+
GINS2	chr16	85676198	85690073	-
GINS3	chr16	58392394	58406147	+
GINS4	chr8	41529221	41545030	+
GIP	chr17	48958554	48968596	-
GIPC1	chr19	14477760	14496149	-
GIPC2	chr1	78045966	78138444	+
GIPC3	chr19	3585478	3593541	+
GIPR	chr19	45668221	45683722	+
GIT1	chr17	29573475	29594054	-
GIT2	chr12	109929802	109996389	-
GJA1	chr6	121435595	121449727	+
GJA10	chr6	89894469	89921163	+
GJA3	chr13	20138255	20161052	-
GJA4	chr1	34792999	34795747	+
GJA5	chr1	147756199	147773362	-
GJA8	chr1	147902795	147909269	+
GJA9	chr1	38874069	38881587	-
GJB1	chrX	71212811	71225516	+
GJB2	chr13	20187463	20192938	-
GJB3	chr1	34781214	34786369	+
GJB4	chr1	34759740	34762327	+
GJB5	chr1	34755047	34758512	+
GJB6	chr13	20221962	20232365	-
GJB7	chr6	87282980	87329278	-
GJC1	chr17	44798448	44830816	-
GJC2	chr1	228149930	228159826	+
GJC3	chr7	99923266	99929620	-
GJD2	chr15	34751032	34754998	-
GJD3	chr17	40360652	40364737	-
GJD4	chr10	35605341	35608935	+
GJE1	chr6	142133090	142135151	+
GK	chrX	30653359	30731456	+
GK2	chr4	79406361	79408228	-
GK3P	chr4	165277812	165279679	-
GK5	chr3	142157527	142225585	-
GKAP1	chr9	83739425	83817769	-
GKN1	chr2	68974573	68980980	+
GKN2	chr2	68945232	68952893	-
GLA	chrX	101397803	101407925	-
GLB1	chr3	32996609	33097202	-
GLB1L	chr2	219236598	219245478	-
GLB1L2	chr11	134331874	134376324	+
GLB1L3	chr11	134274245	134319564	+
GLCCI1	chr7	7968796	8089080	+
GLCE	chr15	69160635	69272217	+
GLDC	chr9	6532467	6645729	-
GLDN	chr15	51341655	51408005	+
GLE1	chr9	128504719	128542288	+
GLG1	chr16	74447427	74607144	-
GLI1	chr12	57459785	57472268	+
GLI2	chr2	120735623	120992653	+
GLI3	chr7	41960949	42237209	-
GLI4	chr8	143267437	143276931	+
GLIPR1	chr12	75480755	75503863	+
GLIPR1L1	chr12	75334670	75370560	+
GLIPR1L2	chr12	75391089	75432688	+
GLIPR2	chr9	36136536	36163913	+
GLIS1	chr1	53506237	53738106	-
GLIS2	chr16	4314761	4339597	+
GLIS3	chr9	3824127	4300068	-
GLMN	chr1	92246402	92298987	-
GLMP	chr1	156292687	156295689	-
GLO1	chr6	38675925	38703145	-
GLOD4	chr17	759097	783390	-
GLOD5	chrX	48761747	48773648	+
GLP1R	chr6	39048781	39091303	+
GLP2R	chr17	9822206	9892099	+
GLRA1	chr5	151822513	151924851	-
GLRA2	chrX	14529298	14731812	+
GLRA3	chr4	174636920	174829247	-
GLRA4	chrX	103707344	103728624	-
GLRB	chr4	157076125	157172090	+
GLRX	chr5	95751319	95822726	-
GLRX2	chr1	193096468	193106114	-
GLRX3	chr10	130136391	130182881	+
GLRX5	chr14	95535050	95544724	+
GLS	chr2	190880821	190965552	+
GLS2	chr12	56470944	56488414	-
GLT1D1	chr12	128853478	128984968	+
GLT6D1	chr9	135623648	135639540	-
GLT8D1	chr3	52694488	52705840	-
GLT8D2	chr12	103988984	104064183	-
GLTP	chr12	109850945	109880541	-
GLTPD2	chr17	4788964	4790589	+
GLUD1	chr10	87050202	87094843	-
GLUD2	chrX	121047610	121050094	+
GLUL	chr1	182378098	182392206	-
GLYAT	chr11	58640426	58731974	-
GLYATL1	chr11	58927629	58957043	+
GLYATL1B	chr11	59086307	59094786	+
GLYATL2	chr11	58834065	58844704	-
GLYATL3	chr6	49499923	49528078	+
GLYCTK	chr3	52287089	52295257	+
GLYR1	chr16	4803203	4847288	-
GM2A	chr5	151212150	151270440	+
GMCL1	chr2	69829660	69881384	+
GMCL2	chr5	178184505	178187371	-
GMDS	chr6	1623806	2245605	-
GMEB1	chr1	28668732	28719353	+
GMEB2	chr20	63587602	63627101	-
GMFB	chr14	54474484	54489026	-
GMFG	chr19	39328353	39342372	-
GMIP	chr19	19629476	19643657	-
GML	chr8	142834247	142916506	+
GMNC	chr3	190852737	190862694	-
GMNN	chr6	24774931	24786099	+
GMPPA	chr2	219498888	219506989	+
GMPPB	chr3	49716844	49723951	-
GMPR	chr6	16238587	16295549	+
GMPR2	chr14	24232422	24239242	+
GMPS	chr3	155870650	155944020	+
GNA11	chr19	3094362	3123999	+
GNA12	chr7	2728105	2844308	-
GNA13	chr17	65009289	65056740	-
GNA14	chr9	77423079	77648322	-
GNA15	chr19	3136033	3163749	+
GNAI1	chr7	79768050	80226181	+
GNAI2	chr3	50226292	50259362	+
GNAI3	chr1	109548615	109600195	+
GNAL	chr18	11689264	11885685	+
GNAO1	chr16	56191489	56357444	+
GNAQ	chr9	77716097	78031811	-
GNAS	chr20	58839718	58911192	+
GNAT1	chr3	50191610	50197696	+
GNAT2	chr1	109603254	109619929	-
GNAT3	chr7	80458635	80512064	-
GNAZ	chr22	23070519	23125032	+
GNB1	chr1	1785285	1891117	-
GNB1L	chr22	19783223	19854939	-
GNB2	chr7	100673567	100679174	+
GNB3	chr12	6840211	6847393	+
GNB4	chr3	179396088	179451476	-
GNB5	chr15	52115105	52191369	-
GNE	chr9	36214441	36277056	-
GNG10	chr9	111661605	111670226	+
GNG11	chr7	93921735	93928610	+
GNG12	chr1	67701475	67833467	-
GNG13	chr16	798041	800734	-
GNG14	chr19	12687998	12688422	+
GNG2	chr14	51826195	51979342	+
GNG3	chr11	62707676	62709201	+
GNG4	chr1	235547685	235650754	-
GNG5	chr1	84498325	84506581	-
GNG7	chr19	2511219	2702694	-
GNG8	chr19	46634076	46634685	-
GNGT1	chr7	93591573	93911265	+
GNGT2	chr17	49202791	49210574	-
GNL1	chr6	30541377	30557174	-
GNL2	chr1	37566816	37595937	-
GNL3	chr3	52681156	52694497	+
GNL3L	chrX	54530183	54621521	+
GNLY	chr2	85694358	85698852	+
GNMT	chr6	42960754	42963880	+
GNPAT	chr1	231241207	231277973	+
GNPDA1	chr5	141991749	142013041	-
GNPDA2	chr4	44682200	44726570	-
GNPNAT1	chr14	52775193	52791668	-
GNPTAB	chr12	101745499	101830959	-
GNPTG	chr16	1351931	1364113	+
GNRH1	chr8	25419258	25424654	-
GNRH2	chr20	3043622	3045747	+
GNRHR	chr4	67737118	67754388	-
GNS	chr12	64713445	64759431	-
GOLGA1	chr9	124878275	124948013	-
GOLGA2	chr9	128255829	128275995	-
GOLGA3	chr12	132768914	132829078	-
GOLGA4	chr3	37243177	37366751	+
GOLGA5	chr14	92794305	92839947	+
GOLGA6A	chr15	74069857	74082550	-
GOLGA6B	chr15	72654738	72666394	+
GOLGA6C	chr15	75258599	75270199	+
GOLGA6D	chr15	75282835	75295807	+
GOLGA6L1	chr15	23127066	23136822	-
GOLGA6L10	chr15	82339993	82349475	-
GOLGA6L2	chr15	23439038	23447243	-
GOLGA6L22	chr15	22458903	22469230	+
GOLGA6L4	chr15	84235773	84245368	+
GOLGA6L6	chr15	20531856	20541800	-
GOLGA6L7	chr15	28841833	28848675	-
GOLGA6L9	chr15	82430020	82436762	+
GOLGA7	chr8	41490396	41510980	+
GOLGA7B	chr10	97849843	97871578	+
GOLGA8A	chr15	34379071	34389756	-
GOLGA8B	chr15	34525207	34536010	-
GOLGA8F	chr15	28378664	28392018	+
GOLGA8G	chr15	28522573	28532971	-
GOLGA8H	chr15	30604126	30614561	+
GOLGA8J	chr15	30083053	30093499	+
GOLGA8K	chr15	32392782	32403195	-
GOLGA8M	chr15	28701954	28712323	-
GOLGA8N	chr15	32593456	32607310	+
GOLGA8O	chr15	32441914	32455634	-
GOLGA8Q	chr15	30552078	30562501	+
GOLGA8R	chr15	30403740	30414162	-
GOLGA8S	chr15	23354846	23365134	+
GOLGA8T	chr15	30135149	30145567	+
GOLGB1	chr3	121663199	121749767	-
GOLIM4	chr3	168008689	168095924	-
GOLM1	chr9	86026146	86100149	-
GOLM2	chr15	44288719	44415758	+
GOLPH3	chr5	32124716	32174319	-
GOLPH3L	chr1	150646230	150697154	-
GOLT1A	chr1	204198163	204213988	-
GOLT1B	chr12	21501789	21518408	+
GON4L	chr1	155749662	155859400	-
GON7	chr14	93202894	93207065	-
GOPC	chr6	117560269	117602542	-
GORAB	chr1	170532131	170553834	+
GORASP1	chr3	39096659	39108363	-
GORASP2	chr2	170929253	170967130	+
GOSR1	chr17	30477362	30527592	+
GOSR2	chr17	46923075	46975524	+
GOT1	chr10	99396870	99430624	-
GOT1L1	chr8	37934281	37940124	-
GOT2	chr16	58707131	58734326	-
GP1BA	chr17	4932277	4935023	+
GP1BB	chr22	19723539	19724771	+
GP2	chr16	20309574	20327808	-
GP5	chr3	194394821	194398354	-
GP6	chr19	55013705	55038264	-
GP9	chr3	129060779	129062406	+
GPA33	chr1	167052836	167166479	-
GPAA1	chr8	144082614	144086216	+
GPALPP1	chr13	44989529	45037669	+
GPAM	chr10	112149865	112183765	-
GPANK1	chr6	31661228	31666283	-
GPAT2	chr2	96021946	96035974	-
GPAT3	chr4	83535914	83605875	+
GPAT4	chr8	41578200	41625001	+
GPATCH1	chr19	33081181	33130542	+
GPATCH11	chr2	37084451	37099244	+
GPATCH2	chr1	217426992	217631090	-
GPATCH2L	chr14	76151919	76214343	+
GPATCH3	chr1	26890488	26900467	-
GPATCH4	chr1	156594301	156601490	-
GPATCH8	chr17	44395281	44503406	-
GPBAR1	chr2	218259496	218263861	+
GPBP1	chr5	57173948	57264679	+
GPBP1L1	chr1	45627304	45686536	-
GPC1	chr2	240435663	240468076	+
GPC2	chr7	100169606	100177381	-
GPC3	chrX	133535745	133985594	-
GPC4	chrX	133300103	133415489	-
GPC5	chr13	91398621	92873682	+
GPC6	chr13	93226807	94408020	+
GPCPD1	chr20	5544439	5611006	-
GPD1	chr12	50104008	50111313	+
GPD1L	chr3	32105689	32168709	+
GPD2	chr2	156435290	156586403	+
GPER1	chr7	1082208	1093815	+
GPHA2	chr11	64934471	64935893	-
GPHB5	chr14	63312835	63318935	-
GPHN	chr14	66507407	67181803	+
GPI	chr19	34359480	34402413	+
GPIHBP1	chr8	143213218	143217170	+
GPKOW	chrX	49113407	49123735	-
GPLD1	chr6	24425832	24489578	-
GPM6A	chr4	175632934	176002664	-
GPM6B	chrX	13770939	13938638	-
GPN1	chr2	27628247	27651511	+
GPN2	chr1	26876132	26890283	-
GPN3	chr12	110452486	110468721	-
GPNMB	chr7	23246697	23275108	+
GPR1	chr2	206175316	206218047	-
GPR101	chrX	137023929	137033995	-
GPR107	chr9	130053426	130140169	+
GPR108	chr19	6729914	6737603	-
GPR119	chrX	130384345	130385660	-
GPR12	chr13	26755200	26760786	-
GPR132	chr14	105049395	105065445	-
GPR135	chr14	59460765	59465342	-
GPR137	chr11	64270062	64289500	+
GPR137B	chr1	236142539	236208907	+
GPR137C	chr14	52552836	52637713	+
GPR139	chr16	20028239	20073890	-
GPR141	chr7	37683797	37741374	+
GPR142	chr17	74367458	74372600	+
GPR143	chrX	9725346	9786297	-
GPR146	chr7	1044546	1059261	+
GPR148	chr2	130729070	130730336	+
GPR149	chr3	154334943	154430190	-
GPR15	chr3	98531978	98534681	+
GPR150	chr5	95620087	95622142	+
GPR151	chr5	146513103	146516190	-
GPR152	chr11	67451301	67452729	-
GPR153	chr1	6247353	6261098	-
GPR155	chr2	174431571	174487094	-
GPR156	chr3	120165481	120285094	-
GPR157	chr1	9100305	9129102	-
GPR158	chr10	25174802	25602229	+
GPR160	chr3	170037995	170085392	+
GPR161	chr1	168079543	168137667	-
GPR162	chr12	6821704	6829972	+
GPR17	chr2	127645864	127652639	+
GPR171	chr3	151197832	151203216	-
GPR173	chrX	53048789	53080615	+
GPR174	chrX	79144663	79175315	+
GPR176	chr15	39799008	39920266	-
GPR179	chr17	38324571	38343956	-
GPR18	chr13	99254714	99261744	-
GPR180	chr13	94601857	94634661	+
GPR182	chr12	56994492	56998447	+
GPR183	chr13	99294539	99307399	-
GPR19	chr12	12660890	12696207	-
GPR20	chr8	141356470	141367286	-
GPR21	chr9	123033622	123039066	+
GPR22	chr7	107470057	107475684	+
GPR25	chr1	200872981	200874178	+
GPR26	chr10	123666355	123697399	+
GPR27	chr3	71753855	71756496	+
GPR3	chr1	27392622	27395814	+
GPR31	chr6	167155247	167157980	-
GPR32	chr19	50770464	50771732	+
GPR33	chr14	31482875	31488039	-
GPR34	chrX	41688973	41697275	+
GPR35	chr2	240605430	240631259	+
GPR37	chr7	124743885	124765792	-
GPR37L1	chr1	202122917	202133592	+
GPR39	chr2	132416805	132646582	+
GPR4	chr19	45589764	45602212	-
GPR42	chr19	35370929	35372962	+
GPR45	chr2	105241743	105243467	+
GPR50	chrX	151176584	151181465	+
GPR52	chr1	174447964	174449545	+
GPR55	chr2	230907319	230961066	-
GPR6	chr6	109978256	109980718	+
GPR61	chr1	109539872	109547260	+
GPR62	chr3	51955381	51957499	+
GPR63	chr6	96794125	96837477	-
GPR65	chr14	88005135	88014811	+
GPR68	chr14	91232532	91253925	-
GPR75	chr2	53852912	53859967	-
GPR78	chr4	8580392	8590023	+
GPR82	chrX	41724181	41730130	+
GPR83	chr11	94377316	94401419	-
GPR84	chr12	54362445	54364487	-
GPR85	chr7	113080247	113087755	-
GPR87	chr3	151294086	151316820	-
GPR88	chr1	100538139	100542021	+
GPR89A	chr1	145607988	145670650	+
GPR89B	chr1	147928420	147993592	+
GPRASP1	chrX	102651092	102659083	+
GPRASP2	chrX	102712176	102717733	+
GPRC5A	chr12	12891562	12917937	+
GPRC5B	chr16	19856691	19886167	-
GPRC5C	chr17	74424851	74451653	+
GPRC5D	chr12	12940775	12952147	-
GPRC6A	chr6	116792085	116829083	-
GPRIN1	chr5	176595802	176610156	-
GPRIN2	chr10	46549044	46555530	-
GPRIN3	chr4	89236383	89307800	-
GPS1	chr17	82050948	82057470	+
GPS2	chr17	7311324	7315360	-
GPSM1	chr9	136327476	136359605	+
GPSM2	chr1	108875350	108934545	+
GPSM3	chr6	32190766	32195523	-
GPT	chr8	144502973	144507174	+
GPT2	chr16	46884362	46931289	+
GPX1	chr3	49357176	49358358	-
GPX2	chr14	64939153	64942905	-
GPX3	chr5	151020438	151028992	+
GPX4	chr19	1103926	1106788	+
GPX5	chr6	28525881	28534955	+
GPX6	chr6	28503296	28515793	-
GPX7	chr1	52602371	52609051	+
GPX8	chr5	55160169	55167297	+
GRAMD1A	chr19	34994784	35026471	+
GRAMD1B	chr11	123358428	123627774	+
GRAMD1C	chr3	113838788	113947174	+
GRAMD2A	chr15	72159806	72197787	-
GRAMD2B	chr5	126360132	126494371	+
GRAMD4	chr22	46576012	46679790	+
GRAP	chr17	19020656	19046997	-
GRAP2	chr22	39901084	39973721	+
GRAPL	chr17	19127535	19159187	+
GRB10	chr7	50590063	50793462	-
GRB14	chr2	164492417	164621482	-
GRB2	chr17	75318076	75405709	-
GRB7	chr17	39737927	39747291	+
GREB1	chr2	11482341	11642788	+
GREB1L	chr18	21242242	21525417	+
GREM1	chr15	32718004	32745106	+
GREM2	chr1	240489573	240612155	-
GRHL1	chr2	9951693	10002277	+
GRHL2	chr8	101492439	101669726	+
GRHL3	chr1	24319357	24364482	+
GRHPR	chr9	37422696	37436990	+
GRIA1	chr5	153490655	153813869	+
GRIA2	chr4	157219903	157366075	+
GRIA3	chrX	123184153	123490915	+
GRIA4	chr11	105609994	105982092	+
GRID1	chr10	85599552	86366795	-
GRID2	chr4	92303966	93810157	+
GRID2IP	chr7	6497462	6551436	-
GRIFIN	chr7	2474844	2476383	-
GRIK1	chr21	29536933	29940022	-
GRIK2	chr6	101181257	102070083	+
GRIK3	chr1	36795527	37034515	-
GRIK4	chr11	120511746	120988906	+
GRIK5	chr19	41998321	42069498	-
GRIN1	chr9	137139154	137168756	+
GRIN2A	chr16	9753404	10182897	-
GRIN2B	chr12	13437942	13982002	-
GRIN2C	chr17	74842023	74860535	-
GRIN2D	chr19	48394875	48444931	+
GRIN3A	chr9	101569352	101738647	-
GRIN3B	chr19	1000419	1009732	+
GRINA	chr8	143990056	143993415	+
GRIP1	chr12	66347431	67069162	-
GRIP2	chr3	14489107	14556075	-
GRIPAP1	chrX	48973723	49002264	-
GRK1	chr13	113667219	113737736	+
GRK2	chr11	67266473	67286556	+
GRK3	chr22	25564675	25729294	+
GRK4	chr4	2963571	3040760	+
GRK5	chr10	119207571	119459745	+
GRK6	chr5	177403204	177442901	+
GRK7	chr3	141778148	141818490	+
GRM1	chr6	146027782	146437601	+
GRM2	chr3	51707068	51718613	+
GRM3	chr7	86643914	86864884	+
GRM4	chr6	34018643	34155622	-
GRM5	chr11	88504576	89065945	-
GRM6	chr5	178978327	178996206	-
GRM7	chr3	6770069	7741533	+
GRM8	chr7	126438598	127252941	-
GRN	chr17	44345262	44353106	+
GRP	chr18	59220158	59230774	+
GRPEL1	chr4	7058895	7068064	-
GRPEL2	chr5	149345430	149354583	+
GRPR	chrX	16123565	16153518	+
GRSF1	chr4	70815783	70839890	-
GRTP1	chr13	113324163	113364148	-
GRWD1	chr19	48445841	48457022	+
GRXCR1	chr4	42893267	43030658	+
GRXCR2	chr5	145858521	145937126	-
GSAP	chr7	77310751	77416349	-
GSC	chr14	94768223	94770113	-
GSC2	chr22	19146993	19150292	-
GSDMA	chr17	39953263	39977768	+
GSDMB	chr17	39904595	39918650	-
GSDMC	chr8	129748196	129786624	-
GSDMD	chr8	143553207	143563062	+
GSDME	chr7	24698355	24757940	-
GSE1	chr16	85169525	85676204	+
GSG1	chr12	13083532	13103683	-
GSG1L	chr16	27787528	28063714	-
GSG1L2	chr17	9802386	9822071	-
GSK3A	chr19	42230190	42242602	-
GSK3B	chr3	119821321	120094447	-
GSKIP	chr14	96363452	96387288	+
GSN	chr9	121207800	121332843	+
GSPT1	chr16	11868128	11916082	-
GSPT2	chrX	51743442	51746232	+
GSR	chr8	30678066	30727846	-
GSS	chr20	34928432	34956027	-
GSTA1	chr6	52791371	52803816	-
GSTA2	chr6	52750087	52763475	-
GSTA3	chr6	52896639	52909698	-
GSTA4	chr6	52977953	52995284	-
GSTA5	chr6	52831655	52846095	-
GSTCD	chr4	105708778	105847725	+
GSTK1	chr7	143244093	143269115	+
GSTM1	chr1	109687817	109708685	+
GSTM2	chr1	109668022	109709549	+
GSTM3	chr1	109733932	109741038	-
GSTM4	chr1	109656099	109674836	+
GSTM5	chr1	109711780	109718268	+
GSTO1	chr10	104254194	104267459	+
GSTO2	chr10	104268873	104304950	+
GSTP1	chr11	67583742	67586656	+
GSTT2	chr22	23980123	23983911	+
GSTT2B	chr22	23957414	23961195	-
GSTT4	chr22	23998401	24005409	-
GSTZ1	chr14	77320996	77331597	+
GSX1	chr13	27792483	27794768	+
GSX2	chr4	54100163	54102498	+
GTDC1	chr2	143938068	144332534	-
GTF2A1	chr14	81175452	81221231	-
GTF2A1L	chr2	48617798	48733148	+
GTF2A2	chr15	59638062	59657521	-
GTF2B	chr1	88852633	88891589	-
GTF2E1	chr3	120742637	120783069	+
GTF2E2	chr8	30578318	30658236	-
GTF2F1	chr19	6379572	6393981	-
GTF2F2	chr13	45120510	45284893	+
GTF2H1	chr11	18322295	18367045	+
GTF2H2	chr5	71032670	71067652	-
GTF2H2C	chr5	69560208	69593767	+
GTF2H3	chr12	123633739	123662604	+
GTF2H4	chr6	30908207	30914106	+
